TDEP,FACCZ,D4TM,ZACC,ZAC2,DXTM,DXT2,F1B1,F2B1,F3B1,F4B1,F5B1,F6B1,EDD1,EDD2,EDD3,EDD4,EDD5,EDD6,ERD1,ERD2,ERD3,ERD4,ERD5,ERD6
4201.2075976558435,1.8375134,61345.0,0.9949445,0.9949445,26713,26714,395,364,172,363,444,334,73.13438,95.07425,866.1189,96.58248,48.829735,124.68945,93.93637,47.15376,13.809903,51.13556,52.172215,43.20791
4201.205097655843,1.8349597,61362.0,0.9950462,0.9950462,26715,26716,406,366,177,357,445,349,66.98777,93.82376,793.86206,101.52276,48.513935,108.957275,91.291626,46.645008,18.337624,50.682167,50.43674,41.424194
4201.202597655843,1.8398118,61378.0,0.9950462,0.9950462,26717,26718,408,367,173,353,446,364,65.904724,92.84681,840.6148,105.33941,48.055927,95.135284,85.492905,46.11728,24.867834,50.307484,48.58008,40.31088
4201.200097655843,1.8306185,61395.0,0.9953514,0.9953514,26719,26720,405,370,171,346,446,375,67.622795,90.37655,882.178,111.76555,48.120827,86.63254,80.784485,45.93579,32.068497,50.449085,46.622482,39.532703
4201.197597655843,1.8352152,61420.0,0.9950462,0.9950462,26721,26722,417,372,199,344,445,384,61.132298,88.91213,553.671,114.08545,48.464443,80.151245,78.299904,45.452507,34.621643,51.17222,44.719433,37.821083
4201.195097655843,1.8339382,61445.0,0.9950462,0.9950462,26723,26724,418,374,223,343,443,395,60.53571,87.33375,395.61084,115.09619,49.508198,72.893654,75.441025,45.12164,31.253395,51.634792,42.95269,36.995625
4201.192597655843,1.8393011,61462.0,0.994029,0.994029,26725,26726,413,382,254,356,443,413,62.856003,81.871,276.19272,102.83782,49.5254,63.194977,74.22348,44.90844,25.840473,52.12483,40.94016,38.747375
4201.190097655843,1.840578,61478.0,0.99463934,0.99463934,26727,26728,413,387,270,368,441,411,63.13415,78.27741,232.54546,92.578026,50.029545,64.04714,75.04394,44.488026,22.093971,53.431557,39.44353,42.266987
4201.187597655843,1.834449,61495.0,0.99463934,0.99463934,26731,26732,420,391,271,383,439,405,59.774822,75.46198,229.18497,81.12138,50.90511,67.50627,65.135445,43.391262,24.85004,56.296295,36.53929,42.91671
4201.185097655843,1.8393011,61520.0,0.99575824,0.99575824,26733,26734,423,396,283,396,438,397,58.190125,72.43522,201.94734,72.81333,51.549515,72.22855,54.068745,42.908062,29.325682,57.31304,35.281143,43.11162
4201.182597655843,1.8367474,61545.0,0.99575824,0.99575824,26735,26736,418,402,318,407,436,391,60.638626,69.37101,143.91652,66.66515,52.229572,75.721466,47.16437,42.817852,34.25579,57.52082,34.303905,42.22938
4201.1800976558425,1.8336829,61562.0,0.99830127,0.99830127,26737,26738,409,405,384,412,434,384,64.94472,67.119125,80.65114,63.608753,53.08552,79.926445,44.89214,42.817852,39.21971,56.185547,33.309093,38.86371
4201.177597655843,1.8321507,61578.0,0.9988099,0.9988099,26739,26740,400,410,455,413,432,375,70.461555,64.68463,44.832085,63.439327,53.929157,86.31766,45.23398,42.32213,43.555103,54.28464,32.37035,36.15946
4201.175097655843,1.8367474,61595.0,0.99575824,0.99575824,26743,26744,393,412,515,409,430,357,74.704445,63.391277,28.054638,65.23484,54.947926,101.00221,49.04653,42.32213,47.9153,52.936375,31.39978,38.68421
4201.172597655843,1.840578,61612.0,0.99372387,0.99372387,26745,26746,387,419,549,401,429,315,78.09862,59.85418,21.56204,69.58679,55.2247,148.15582,50.434574,43.14178,49.119865,53.834423,31.070972,41.61231
4201.170097655843,1.8352152,61628.0,0.99372387,0.99372387,26747,26748,383,423,582,399,426,314,80.88817,58.241512,16.785013,71.07502,56.471928,149.39856,50.631603,42.562195,50.279987,55.336426,30.616781,41.82008
4201.167597655843,1.8359812,61645.0,0.98863786,0.98863786,26749,26750,381,425,600,395,427,328,82.52577,57.099342,14.547422,73.33646,56.249054,131.7207,49.575233,42.92098,51.664104,55.834057,30.4336,39.775658
4201.165097655843,1.8387903,61662.0,0.98843443,0.98843443,26751,26752,377,429,621,391,428,344,85.492905,55.564888,12.446711,75.78671,55.874184,113.288704,48.611725,43.011623,53.225708,56.185547,30.304089,37.472706
4201.162597655843,1.8352152,61678.0,0.98843443,0.98843443,26753,26754,372,431,637,387,428,357,88.90239,54.586937,11.075311,78.75203,55.547543,101.361465,47.605335,43.40447,54.11422,55.336426,30.124619,36.28848
4201.160097655843,1.8438978,61695.0,0.9901636,0.9901636,26755,26756,366,434,641,388,431,356,93.81283,53.064198,10.741913,77.51325,54.361103,102.23417,46.62452,44.170998,53.991314,54.57509,30.048353,36.57746
4201.157597655843,1.838535,61720.0,0.9904688,0.9904688,26757,26758,366,436,607,393,436,355,93.93637,52.15251,13.809903,74.328224,52.172215,103.196724,46.007637,45.423542,51.92743,53.956463,30.048353,38.31983
4201.155097655843,1.8393011,61745.0,0.99057055,0.99057055,26761,26762,369,437,570,397,440,359,91.291626,51.71769,18.337624,72.2976,50.43674,99.659996,45.464783,46.414352,48.044415,53.491596,29.771978,41.28653
4201.152597655843,1.8336829,61762.0,0.9901636,0.9901636,26763,26764,377,438,530,396,445,367,85.492905,51.382416,24.867834,72.55454,48.58008,93.08436,45.13374,47.83142,49.10295,52.8189,29.598738,42.942596
4201.150097655843,1.8313845,61778.0,0.9901636,0.9901636,26765,26766,383,438,498,392,450,376,80.784485,51.382656,32.068497,74.89833,46.622482,85.78817,44.934586,47.10445,51.626705,51.897507,29.549608,45.32089
4201.147597655843,1.8398118,61795.0,0.9870103,0.9870103,26767,26768,387,438,488,387,455,383,78.299904,51.45684,34.621643,78.393265,44.719433,81.18997,45.119457,46.52037,55.808067,50.46691,29.549608,47.881268
4201.145097655843,1.8362366,61820.0,0.9864,0.9864,26769,26770,391,437,501,381,460,390,75.441025,52.02012,31.253395,82.2777,42.95269,76.48015,45.859646,47.135593,59.336987,49.197678,29.4275,50.123
4201.142597655843,1.8367474,61845.0,0.9864,0.9864,26771,26772,393,436,525,378,466,394,74.22348,52.058105,25.840473,84.97035,40.94016,73.74695,46.261425,47.213642,62.263947,49.52184,29.378937,51.352238
4201.1400976558425,1.8370028,61870.0,0.98497593,0.98497593,26773,26774,392,433,546,376,471,385,75.04394,53.56414,22.093971,86.30556,39.44353,79.82448,46.14165,49.167587,64.48786,51.153885,29.282291,51.389305
4201.137597655843,1.8370028,61895.0,0.98517936,0.98517936,26775,26776,409,430,530,375,481,396,65.135445,54.71535,24.85004,86.936066,36.53929,72.397064,45.727264,49.01544,67.70185,53.3916,29.23421,52.682236
4201.135097655843,1.8382796,61912.0,0.98548454,0.98548454,26779,26780,432,429,509,376,485,427,54.068745,55.24542,29.325682,86.20136,35.281143,56.01924,43.68174,50.688446,72.66877,56.92465,29.043442,55.151314
4201.132597655843,1.8398118,61928.0,0.985688,0.985688,26781,26782,449,427,489,376,489,459,47.16437,56.31471,34.25579,86.253426,34.303905,43.400723,42.970783,50.455242,75.5158,58.224407,28.99614,53.273563
4201.130097655843,1.8415995,61945.0,0.985688,0.985688,26783,26784,455,426,472,377,492,479,44.89214,56.76315,39.21971,85.071594,33.309093,37.034115,43.37607,50.670433,78.20718,59.28804,28.972544,52.161156
4201.127597655843,1.8303632,61962.0,0.9878241,0.9878241,26785,26786,454,424,459,390,496,477,45.23398,57.611866,43.555103,76.58542,32.37035,37.522076,44.264927,50.580544,79.9161,59.21429,28.948988,52.507385
4201.125097655843,1.8321507,61978.0,0.988943,0.988943,26787,26788,444,423,447,396,500,469,49.04653,58.247395,47.9153,72.72417,31.39978,40.08923,44.821575,50.942017,81.18981,60.23841,29.114687,54.2478
4201.122597655843,1.829597,61995.0,0.9909774,0.9909774,26791,26792,440,423,444,401,501,465,50.434574,58.057636,49.119865,69.87726,31.070972,41.27456,46.0671,51.327164,85.573715,61.909817,29.162378,58.12304
4201.120097655843,1.83164,62012.0,0.9917912,0.9917912,26793,26794,440,425,441,404,503,466,50.631603,57.33384,50.279987,67.94879,30.616781,40.883472,46.594044,51.718174,86.98271,62.505985,29.330534,61.0644
4201.1175976558425,1.83164,62028.0,0.9917912,0.9917912,26795,26796,443,425,437,405,504,468,49.575233,57.14997,51.664104,67.37176,30.4336,40.259254,46.731503,50.348324,88.2747,62.919094,29.354717,63.318245
4201.115097655843,1.829597,62045.0,0.9922998,0.9922998,26797,26798,445,428,434,405,505,469,48.611725,55.568417,53.225708,67.276535,30.304089,40.123116,46.82359,50.41955,88.93519,63.281563,29.403196,62.07604
4201.112597655843,1.8380243,62070.0,0.9931135,0.9931135,26799,26800,448,428,432,404,505,468,47.605335,55.546764,54.11422,68.01351,30.124619,40.545856,46.86977,50.49098,88.165565,64.39447,29.4275,56.553238
4201.110097655843,1.8380243,62095.0,0.9931135,0.9931135,26801,26802,450,432,432,402,506,465,46.62452,54.11308,53.991314,69.40182,30.048353,41.52735,46.67031,50.724514,84.40896,65.7888,29.598738,50.60397
4201.107597655843,1.8438978,62112.0,0.99586,0.99586,26803,26804,452,433,437,403,506,461,46.007637,53.32373,51.92743,68.766815,30.048353,42.64677,46.700886,51.34565,80.50246,66.80444,29.549608,46.39899
4201.105097655843,1.8370028,62128.0,0.99575824,0.99575824,26805,26806,453,435,446,408,507,458,45.464783,52.712536,48.044415,65.758514,29.771978,43.733982,46.14165,51.03319,77.56921,68.60164,29.476221,44.59695
4201.102597655843,1.832406,62145.0,0.996572,0.996572,26809,26810,454,437,444,417,508,456,45.13374,51.79333,49.10295,61.03658,29.598738,44.471592,45.176647,52.537704,78.37909,66.33893,29.672735,45.934963
4201.100097655843,1.8372581,62170.0,0.99779266,0.99779266,26811,26812,455,440,438,431,508,455,44.934586,50.778717,51.626705,54.28464,29.549608,44.680916,44.168926,53.30379,82.55253,63.648235,29.623363,49.737804
4201.097597655843,1.832406,62195.0,0.99779266,0.99779266,26813,26814,454,442,428,434,508,456,45.119457,49.785698,55.808067,53.03468,29.549608,44.38841,43.89694,54.527016,86.98271,60.010582,29.697485,54.938522
4201.095097655842,1.8367474,62212.0,0.9979961,0.9979961,26815,26816,452,444,420,436,508,458,45.859646,49.09985,59.336987,52.239235,29.4275,43.707134,45.522854,56.448494,92.272125,58.43885,29.82185,57.981026
4201.092597655843,1.8377689,62228.0,0.9980978,0.9980978,26817,26818,451,445,415,438,509,460,46.261425,48.664093,62.263947,51.4673,29.378937,43.12468,48.119503,57.63516,97.574394,56.721153,30.048353,55.023445
4201.090097655842,1.829597,62245.0,0.9981995,0.9981995,26821,26822,451,447,410,438,509,460,46.14165,47.94401,64.48786,51.33778,29.282291,43.09857,47.47851,58.824196,98.17887,55.965347,30.722452,47.355755
4201.087597655843,1.8377689,62262.0,0.9979961,0.9979961,26823,26824,453,449,404,439,509,460,45.727264,47.120018,67.70185,51.09897,29.23421,43.17699,45.581066,59.63621,95.804855,57.244118,31.289406,43.977116
4201.085097655842,1.8283201,62278.0,0.9979961,0.9979961,26825,26826,458,450,396,440,510,465,43.68174,46.61163,72.66877,50.6459,29.043442,41.394554,44.347534,60.80625,95.61218,58.39106,31.963528,40.61525
4201.082597655843,1.8390458,62295.0,0.9986064,0.9986064,26827,26828,460,452,391,441,510,468,42.970783,46.08428,75.5158,50.271484,28.99614,40.282032,44.292423,60.85816,95.86923,57.70677,32.757496,38.247776
4201.080097655842,1.8372581,62320.0,0.9987081,0.9987081,26829,26830,459,452,387,441,510,471,43.37607,45.93579,78.20718,50.449085,28.972544,39.532703,46.931484,65.200005,98.44993,55.336426,33.49711,37.2765
4201.0775976558425,1.8341937,62345.0,0.9987081,0.9987081,26831,26832,457,453,385,439,510,476,44.264927,45.452507,79.9161,51.17222,28.948988,37.821083,50.23908,64.05748,100.602516,52.760357,34.403343,38.237507
4201.075097655843,1.8380243,62362.0,0.99789435,0.99789435,26833,26834,455,454,383,438,510,479,44.821575,45.12164,81.18981,51.634792,29.114687,36.995625,52.61217,64.55054,101.89617,51.11726,35.289883,39.238556
4201.072597655842,1.8418548,62378.0,0.99738574,0.99738574,26835,26836,452,455,377,437,510,473,46.0671,44.90844,85.573715,52.12483,29.162378,38.747375,53.24089,64.81466,98.654205,50.71785,36.37133,39.434166
4201.070097655843,1.8364921,62395.0,0.99626684,0.99626684,26839,26840,450,456,375,433,509,462,46.594044,44.488026,86.98271,53.431557,29.330534,42.266987,51.030304,65.71088,94.16045,52.086803,37.72989,38.7263
4201.067597655842,1.8354706,62420.0,0.99565655,0.99565655,26841,26842,450,459,373,427,509,460,46.731503,43.391262,88.2747,56.296295,29.354717,42.91671,49.870037,66.69457,94.597595,54.55424,38.298046,39.65381
4201.065097655843,1.8377689,62445.0,0.99565655,0.99565655,26843,26844,450,461,372,425,508,460,46.82359,42.908062,88.93519,57.31304,29.403196,43.11162,51.828003,66.601105,99.203125,56.519108,38.777702,40.010372
4201.062597655842,1.8393011,62462.0,0.9950462,0.9950462,26845,26846,449,461,373,424,508,462,46.86977,42.817852,88.165565,57.52082,29.4275,42.22938,55.935524,65.68061,101.67826,57.01556,38.59904,38.012924
4201.060097655843,1.8334275,62478.0,0.9950462,0.9950462,26847,26848,450,461,378,427,508,473,46.67031,42.817852,84.40896,56.185547,29.598738,38.86371,58.148483,65.1702,100.53161,56.00925,39.075592,34.131218
4201.057597655843,1.8415995,62495.0,0.9950462,0.9950462,26849,26850,450,462,384,431,508,482,46.700886,42.32213,80.50246,54.28464,29.549608,36.15946,57.912285,65.11067,98.38203,54.72148,39.032757,32.04206
4201.0550976558425,1.8415995,62512.0,0.99484277,0.99484277,26851,26852,451,462,388,435,508,473,46.14165,42.32213,77.56921,52.936375,29.476221,38.68421,56.355625,64.08627,97.17554,52.354153,38.990017,31.927107
4201.052597655843,1.8390458,62528.0,0.994741,0.994741,26853,26854,454,460,387,433,507,464,45.176647,43.14178,78.37909,53.834423,29.672735,41.61231,55.241966,63.037815,97.109375,50.50261,38.682915,32.961838
4201.050097655842,1.841344,62545.0,0.99596167,0.99596167,26857,26858,457,462,381,429,508,464,44.168926,42.562195,82.55253,55.336426,29.623363,41.82008,58.314983,60.62524,110.24444,49.989906,38.390953,35.06419
4201.047597655843,1.8436424,62570.0,0.9961651,0.9961651,26859,26860,458,461,375,428,507,470,43.89694,42.92098,86.98271,55.834057,29.697485,39.775658,63.14486,60.419697,115.04618,49.36776,38.01185,36.040478
4201.045097655842,1.8380243,62595.0,0.9961651,0.9961651,26861,26862,453,460,368,427,507,477,45.522854,43.011623,92.272125,56.185547,29.82185,37.472706,66.84568,59.462097,114.40026,47.82998,37.67998,37.188877
4201.042597655843,1.8370028,62612.0,0.99586,0.99586,26863,26864,446,459,361,429,506,482,48.119503,43.40447,97.574394,55.336426,30.048353,36.28848,63.17284,58.75147,109.735535,46.8877,37.246407,37.492443
4201.040097655842,1.8449192,62628.0,0.99545306,0.99545306,26865,26866,448,457,361,431,503,481,47.47851,44.170998,98.17887,54.57509,30.722452,36.57746,56.736893,58.17609,109.566956,46.688416,36.90858,37.541866
4201.037597655843,1.8357259,62645.0,0.99565655,0.99565655,26869,26870,453,453,363,432,500,475,45.581066,45.423542,95.804855,53.956463,31.289406,38.31983,48.945503,57.356903,122.66448,46.566612,35.885628,41.238697
4201.035097655843,1.8382796,62662.0,0.99626684,0.99626684,26871,26872,456,451,364,433,498,465,44.347534,46.414352,95.61218,53.491596,31.963528,41.28653,48.895145,56.515633,129.45567,46.995716,35.412727,44.863934
4201.032597655842,1.8377689,62678.0,0.99626684,0.99626684,26873,26874,457,447,363,435,495,460,44.292423,47.83142,95.86923,52.8189,32.757496,42.942596,51.828003,56.831028,135.86801,46.8262,35.046734,49.18798
4201.030097655843,1.8403226,62695.0,0.9964703,0.9964703,26875,26876,449,449,360,437,492,454,46.931484,47.10445,98.44993,51.897507,33.49711,45.32089,56.288876,56.381527,138.37239,46.13037,34.63762,52.18027
4201.027597655842,1.8387903,62720.0,0.9961651,0.9961651,26877,26878,441,450,358,441,488,447,50.23908,46.52037,100.602516,50.46691,34.403343,47.881268,59.433243,55.983006,136.78006,45.167377,34.00902,54.062428
4201.025097655843,1.832406,62745.0,0.9961651,0.9961651,26879,26880,435,449,356,444,485,441,52.61217,47.135593,101.89617,49.197678,35.289883,50.123,60.236805,56.027008,134.58601,44.07988,33.340282,54.000916
4201.022597655842,1.8387903,62762.0,0.9944359,0.9944359,26881,26882,434,449,360,443,481,438,53.24089,47.213642,98.654205,49.52184,36.37133,51.352238,60.518066,56.381527,133.57768,43.68879,32.848156,51.002747
4201.020097655843,1.8362366,62778.0,0.9945376,0.9945376,26883,26884,439,444,365,439,477,438,51.030304,49.167587,94.16045,51.153885,37.72989,51.389305,60.776054,56.899075,143.81354,44.589138,32.16565,50.35343
4201.017597655842,1.8326614,62795.0,0.9961651,0.9961651,26887,26888,442,444,365,434,475,435,49.870037,49.01544,94.597595,53.3916,38.298046,52.682236,56.895393,56.650368,161.20508,47.26012,30.962894,82.079216
4201.0150976558425,1.8311292,62820.0,0.9979961,0.9979961,26889,26890,437,440,359,426,473,429,51.828003,50.688446,99.203125,56.92465,38.777702,55.151314,52.846195,57.081333,148.91862,48.13631,30.35576,102.528824
4201.012597655843,1.8352152,62845.0,0.9979961,0.9979961,26891,26892,428,440,357,423,474,433,55.935524,50.455242,101.67826,58.224407,38.59904,53.273563,49.266872,57.47252,133.07916,49.11307,29.79689,107.64462
4201.010097655842,1.8423655,62862.0,0.9966737,0.9966737,26893,26894,423,440,358,421,472,436,58.148483,50.670433,100.53161,59.28804,39.075592,52.161156,47.78084,58.15236,122.77006,47.862038,29.378937,104.715515
4201.007597655843,1.8301077,62878.0,0.99677545,0.99677545,26895,26896,423,440,360,421,472,435,57.912285,50.580544,98.38203,59.21429,39.032757,52.507385,48.23346,59.043453,119.880875,45.36827,28.972544,98.89697
4201.005097655842,1.8395565,62895.0,0.9979961,0.9979961,26899,26900,427,439,362,419,472,431,56.355625,50.942017,97.17554,60.23841,38.990017,54.2478,48.168278,61.276676,128.29129,45.907917,28.508598,79.246925
4201.002597655843,1.8352152,62912.0,0.99830127,0.99830127,26901,26902,429,438,362,415,473,423,55.241966,51.327164,97.109375,61.909817,38.682915,58.12304,47.399582,61.834805,139.72792,47.26012,28.349707,67.17156
4201.000097655842,1.8341937,62928.0,0.99830127,0.99830127,26903,26904,422,437,347,414,474,417,58.314983,51.718174,110.24444,62.505985,38.390953,61.0644,46.28683,62.831196,153.07376,47.66684,28.274233,59.51835
4200.997597655843,1.8382796,62945.0,0.99728405,0.99728405,26905,26906,413,441,343,413,476,412,63.14486,50.348324,115.04618,62.919094,38.01185,63.318245,46.85023,63.816628,159.76793,47.1158,28.455193,53.840813
4200.995097655842,1.8398118,62970.0,0.9974875,0.9974875,26907,26908,406,440,343,413,477,415,66.84568,50.41955,114.40026,63.281563,37.67998,62.07604,48.427406,64.21951,160.66875,46.455997,28.638485,52.162453
4200.9925976558425,1.8318954,62995.0,0.9974875,0.9974875,26909,26910,413,440,348,411,478,426,63.17284,50.49098,109.735535,64.39447,37.246407,56.553238,50.577217,65.07045,158.87717,45.90288,28.77751,51.763794
4200.990097655842,1.8331722,63012.0,0.9981995,0.9981995,26911,26912,426,440,348,408,479,440,56.736893,50.724514,109.566956,65.7888,36.90858,50.60397,52.17061,65.12997,159.23228,45.609344,29.17885,52.12422
4200.987597655842,1.8400671,63028.0,0.99758923,0.99758923,26913,26914,444,438,336,406,483,451,48.945503,51.34565,122.66448,66.80444,35.885628,46.39899,52.34318,65.822334,153.23839,46.051067,29.69035,52.41233
4200.985097655842,1.8428763,63045.0,0.9950462,0.9950462,26917,26918,444,439,330,403,485,456,48.895145,51.03319,129.45567,68.60164,35.412727,44.59695,51.999172,64.77448,152.58199,47.73064,30.742504,47.894257
4200.982597655842,1.8387903,63070.0,0.9939273,0.9939273,26919,26920,437,435,324,407,486,452,51.828003,52.537704,135.86801,66.33893,35.046734,45.934963,51.213795,63.98867,154.90439,48.21463,31.421467,45.099953
4200.980097655842,1.8428763,63095.0,0.9939273,0.9939273,26921,26922,427,434,322,412,488,442,56.288876,53.30379,138.37239,63.648235,34.63762,49.737804,49.99134,63.475304,160.85014,47.460667,31.843435,45.649998
4200.977597655842,1.8318954,63112.0,0.9952496,0.9952496,26923,26924,420,431,324,419,490,430,59.433243,54.527016,136.78006,60.010582,34.00902,54.938522,50.273697,62.970104,164.75607,44.750843,32.512928,48.46545
4200.975097655843,1.8285755,63128.0,0.9944359,0.9944359,26925,26926,419,426,325,422,492,423,60.236805,56.448494,134.58601,58.43885,33.340282,57.981026,49.833904,62.118637,180.40143,40.300537,33.30447,52.066982
4200.972597655842,1.8313845,63145.0,0.9944359,0.9944359,26927,26928,418,424,326,426,494,429,60.518066,57.63516,133.57768,56.721153,32.848156,55.023445,49.43603,60.92282,193.37817,34.98327,34.070114,55.24186
4200.970097655842,1.8339382,63162.0,0.99433416,0.99433416,26929,26930,417,421,318,428,497,448,60.776054,58.824196,143.81354,55.965347,32.16565,47.355755,48.876152,60.227177,198.2207,31.589996,34.871796,57.265812
4200.967597655842,1.8372581,63178.0,0.9952496,0.9952496,26931,26932,426,420,306,425,502,457,56.895393,59.63621,161.20508,57.244118,30.962894,43.977116,47.986835,60.049416,202.15811,30.932386,36.239716,59.54326
4200.965097655842,1.8390458,63195.0,0.9939273,0.9939273,26935,26936,435,417,314,423,504,467,52.846195,60.80625,148.91862,58.39106,30.35576,40.61525,52.113335,58.23241,206.25514,33.394463,39.076504,54.39678
4200.962597655842,1.8349597,63220.0,0.9931135,0.9931135,26937,26938,443,417,327,424,507,475,49.266872,60.85816,133.07916,57.70677,29.79689,38.247776,56.406578,57.78349,231.75186,34.12953,40.134758,52.723186
4200.960097655842,1.838535,63245.0,0.9931135,0.9931135,26939,26940,447,409,335,429,509,478,47.78084,65.200005,122.77006,55.336426,29.378937,37.2765,60.401783,57.410786,258.68018,33.614807,41.37188,53.45635
4200.957597655843,1.8288308,63262.0,0.9920963,0.9920963,26941,26942,446,411,338,435,510,475,48.23346,64.05748,119.880875,52.760357,28.972544,38.237507,63.273205,57.31836,282.8127,32.63057,42.713333,53.116974
4200.955097655842,1.834449,63278.0,0.99219805,0.99219805,26943,26944,446,410,331,439,512,472,48.168278,64.55054,128.29129,51.11726,28.508598,39.238556,66.09213,57.387646,295.72656,32.54124,43.683834,51.408318
4200.9525976558425,1.8349597,63295.0,0.9919946,0.9919946,26947,26948,448,410,321,440,513,471,47.399582,64.81466,139.72792,50.71785,28.349707,39.434166,75.962944,58.20861,339.40222,35.629883,45.572884,47.765583
4200.950097655842,1.8362366,63312.0,0.9918929,0.9918929,26949,26950,451,408,311,437,513,473,46.28683,65.6403,153.07376,52.030857,28.274233,38.6847,78.8655,58.809544,347.68436,37.55273,46.284527,45.27221
4200.947597655842,1.8377689,63328.0,0.9918929,0.9918929,26951,26952,449,406,307,431,513,470,46.85023,66.62293,159.76793,54.49564,28.455193,39.611214,78.517654,59.176094,342.66727,38.7251,46.81761,45.974617
4200.945097655842,1.8318954,63345.0,0.9904688,0.9904688,26953,26954,445,406,306,427,512,469,48.427406,66.529564,160.66875,56.4584,28.638485,39.967396,74.45384,59.797276,346.83798,39.661842,46.81761,48.999733
4200.942597655842,1.8387903,63370.0,0.99026537,0.99026537,26955,26956,440,408,308,425,511,476,50.577217,65.61006,158.87717,56.95432,28.77751,37.97209,67.82328,59.923077,350.24838,41.99723,46.648754,53.116974
4200.940097655842,1.840578,63395.0,0.99026537,0.99026537,26957,26958,436,409,307,428,509,489,52.17061,65.1002,159.23228,55.94909,29.17885,34.09456,61.5504,60.560123,347.68436,43.802673,46.284527,59.073395
4200.937597655842,1.8377689,63412.0,0.9899602,0.9899602,26959,26960,436,409,311,431,507,497,52.34318,65.04073,153.23839,54.662704,29.69035,32.007645,60.581646,60.844734,366.4636,44.1552,45.602097,67.067764
4200.935097655843,1.8359812,63428.0,0.9904688,0.9904688,26961,26962,436,411,312,436,503,498,51.999172,64.01744,152.58199,52.297916,30.742504,31.892815,62.087074,59.872692,373.1824,44.059734,44.53157,69.28948
4200.932597655842,1.8341937,63445.0,0.9912826,0.9912826,26965,26966,438,413,310,440,500,494,51.213795,62.970104,154.90439,50.448364,31.421467,32.926434,69.715744,58.88249,384.25308,42.208485,42.496437,57.42766
4200.9300976558425,1.8341937,63470.0,0.9912826,0.9912826,26967,26968,441,418,306,442,498,486,49.99134,60.560123,160.85014,49.93621,31.843435,35.026527,74.41495,59.028927,372.20755,40.64503,41.516758,54.542793
4200.927597655842,1.8306185,63495.0,0.9912826,0.9912826,26969,26970,441,418,304,443,495,482,50.273697,60.354797,164.75607,49.31473,32.512928,36.001762,77.95891,58.37563,391.64664,38.798832,40.431305,57.21974
4200.925097655842,1.8347044,63512.0,0.99026537,0.99026537,26971,26972,442,420,294,447,492,478,49.833904,59.398228,180.40143,47.778603,33.30447,37.148933,78.34489,58.161068,430.71658,36.959213,39.477695,59.94478
4200.922597655842,1.8357259,63528.0,0.9898585,0.9898585,26973,26974,443,422,287,450,489,477,49.43603,58.688362,193.37817,46.837334,34.070114,37.45217,78.04435,57.042854,445.53177,35.382423,38.76771,60.147575
4200.920097655842,1.8331722,63545.0,0.9891465,0.9891465,26977,26978,444,423,285,450,487,477,48.876152,58.1136,198.2207,46.638264,34.871796,37.50154,72.81692,56.165478,481.68036,33.58315,37.849796,55.783497
4200.917597655842,1.8341937,63562.0,0.988943,0.988943,26979,26980,446,425,283,451,482,465,47.986835,57.295296,202.15811,46.516594,36.239716,41.194405,67.374084,55.83517,500.28458,32.600735,37.52039,48.965992
4200.915097655842,1.8380243,63578.0,0.988943,0.988943,26981,26982,436,426,281,449,472,455,52.113335,56.454926,206.25514,46.945236,39.076504,44.815742,65.24433,55.83517,452.6082,31.450699,37.76941,43.71386
4200.912597655843,1.8441532,63595.0,0.9874172,0.9874172,26983,26984,426,426,270,450,469,443,56.406578,56.769985,231.75186,46.7759,40.134758,49.135147,67.59794,56.883366,444.14294,30.745707,37.759384,41.32606
4200.910097655842,1.843387,63620.0,0.98650175,0.98650175,26985,26986,418,427,259,452,465,436,60.401783,56.32097,258.68018,46.080822,41.37188,52.12422,72.189445,56.928844,402.71637,30.535105,38.277493,40.745964
4200.907597655842,1.8357259,63645.0,0.98650175,0.98650175,26987,26988,412,428,251,454,461,432,63.273205,55.92287,282.8127,45.118862,42.713333,54.004356,76.12537,56.81528,403.85788,30.798815,38.69391,41.39823
4200.905097655842,1.8377689,63662.0,0.98772234,0.98772234,26989,26990,407,427,247,457,458,432,66.09213,55.966827,295.72656,44.03253,43.683834,53.94291,79.08448,56.63453,382.19162,31.175758,39.130245,43.808105
4200.902597655842,1.8357259,63678.0,0.9879258,0.9879258,26991,26992,390,427,236,458,453,439,75.962944,56.32097,339.40222,43.64186,45.572884,50.947964,82.66503,57.157322,415.639,31.872328,39.72017,48.056076
4200.900097655842,1.834449,63695.0,0.9879258,0.9879258,26993,26994,386,426,234,456,451,440,78.8655,56.83796,347.68436,44.541245,46.284527,50.299343,84.26885,56.481625,392.4446,32.63704,40.40232,53.863384
4200.897597655842,1.8382796,63720.0,0.98680687,0.98680687,26995,26996,387,426,235,449,449,381,78.517654,56.58952,342.66727,47.20936,46.81761,81.99105,84.36877,55.9487,394.62003,33.401802,41.008324,58.95759
4200.895097655842,1.8364921,63745.0,0.9855862,0.9855862,26997,26998,393,425,234,446,449,355,74.45384,57.02002,346.83798,48.084606,46.81761,102.41869,81.79862,56.369766,393.52933,34.702877,41.742798,62.70299
4200.892597655842,1.8347044,63762.0,0.9844673,0.9844673,27001,27002,404,424,233,444,450,350,67.82328,57.410786,350.24838,49.060318,46.648754,107.52899,79.64699,55.9707,374.87863,39.004414,42.542217,65.53637
