relative_path	size_bytes	mtime_local	sha256_policy	top_dir	class
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0083.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0084.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0085.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0086.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0087.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0088.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0089.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0090.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0091.tif	5587948	2026-05-06T13:21:50	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0092.tif	5587948	2026-05-06T13:21:52	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0093.tif	5587948	2026-05-06T13:21:56	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0094.tif	5587948	2026-05-06T13:21:55	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0095.tif	5587948	2026-05-06T13:21:56	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0096.tif	5587948	2026-05-06T13:21:57	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0097.tif	5587948	2026-05-06T13:21:57	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
FIB-SEM聚焦离子束扫描-8p589nm/FIBSEM/8p589nm_0098.tif	5587948	2026-05-06T13:21:57	SKIP_LARGE_OR_BINARY	FIB-SEM聚焦离子束扫描-8p589nm	vendor_original
